time_period,geo,indic_is,ind_type,obs_value
2019,Bulgaria,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 74 years old",9.85
2019,Bulgaria,Individuals with basic or above basic overall digital skills,"Individuals, 65 to 74 years old",3.78
2019,Bulgaria,Individuals with low overall digital skills,All individuals,38.12
2019,Bulgaria,Individuals with low overall digital skills,"Individuals, 16 to 19 years old",34.5
2019,Bulgaria,Individuals with low overall digital skills,"Individuals, 16 to 24 years old",33.83
2019,Bulgaria,Individuals with low overall digital skills,"Individuals, 16 to 29 years old",37.11
2019,Bulgaria,Individuals with low overall digital skills,"Individuals, 20 to 24 years old",33.3
2019,Bulgaria,Individuals with low overall digital skills,"Individuals, 25 to 29 years old",41.64
2019,Bulgaria,Individuals with low overall digital skills,"Individuals, 25 to 34 years old",45.57
2019,Bulgaria,Individuals with low overall digital skills,"Individuals, 25 to 54 years old",46.03
2019,Bulgaria,Individuals with low overall digital skills,"Individuals, 25 to 64 years old",43.57
2019,Bulgaria,Individuals with low overall digital skills,"Individuals, 35 to 44 years old",47.1
2019,Bulgaria,Individuals with low overall digital skills,"Individuals, 45 to 54 years old",45.33
2019,Bulgaria,Individuals with low overall digital skills,"Individuals, 55 to 64 years old",36.05
2019,Bulgaria,Individuals with low overall digital skills,"Individuals, 55 to 74 years old",26.83
2019,Bulgaria,Individuals with low overall digital skills,"Individuals, 65 to 74 years old",16.75
2019,Bulgaria,Individuals with no overall digital skills,All individuals,0.42
2019,Bulgaria,Individuals with no overall digital skills,"Individuals, 16 to 19 years old",0.14
2019,Bulgaria,Individuals with no overall digital skills,"Individuals, 16 to 24 years old",0.3
2019,Bulgaria,Individuals with no overall digital skills,"Individuals, 16 to 29 years old",0.17
2019,Bulgaria,Individuals with no overall digital skills,"Individuals, 20 to 24 years old",0.43
2019,Bulgaria,Individuals with no overall digital skills,"Individuals, 25 to 29 years old",0.0
2019,Bulgaria,Individuals with no overall digital skills,"Individuals, 25 to 34 years old",0.22
2019,Bulgaria,Individuals with no overall digital skills,"Individuals, 25 to 54 years old",0.46
2019,Bulgaria,Individuals with no overall digital skills,"Individuals, 25 to 64 years old",0.46
2019,Bulgaria,Individuals with no overall digital skills,"Individuals, 35 to 44 years old",0.52
2019,Bulgaria,Individuals with no overall digital skills,"Individuals, 45 to 54 years old",0.61
2019,Bulgaria,Individuals with no overall digital skills,"Individuals, 55 to 64 years old",0.48
2019,Bulgaria,Individuals with no overall digital skills,"Individuals, 55 to 74 years old",0.4
2019,Bulgaria,Individuals with no overall digital skills,"Individuals, 65 to 74 years old",0.32
2019,Croatia,Individuals with above basic overall digital skills,All individuals,35.34
2019,Croatia,Individuals with above basic overall digital skills,"Individuals, 16 to 19 years old",79.58
2019,Croatia,Individuals with above basic overall digital skills,"Individuals, 16 to 24 years old",82.18
2019,Croatia,Individuals with above basic overall digital skills,"Individuals, 16 to 29 years old",80.01
2019,Croatia,Individuals with above basic overall digital skills,"Individuals, 20 to 24 years old",83.87
2019,Croatia,Individuals with above basic overall digital skills,"Individuals, 25 to 29 years old",76.06
2019,Croatia,Individuals with above basic overall digital skills,"Individuals, 25 to 34 years old",69.65
2019,Croatia,Individuals with above basic overall digital skills,"Individuals, 25 to 54 years old",40.75
2019,Croatia,Individuals with above basic overall digital skills,"Individuals, 25 to 64 years old",33.29
2019,Croatia,Individuals with above basic overall digital skills,"Individuals, 35 to 44 years old",37.41
2019,Croatia,Individuals with above basic overall digital skills,"Individuals, 45 to 54 years old",22.99
2019,Croatia,Individuals with above basic overall digital skills,"Individuals, 55 to 64 years old",13.99
2019,Croatia,Individuals with above basic overall digital skills,"Individuals, 55 to 74 years old",10.12
2019,Croatia,Individuals with above basic overall digital skills,"Individuals, 65 to 74 years old",4.99
2019,Croatia,Individuals with basic overall digital skills,All individuals,18.01
2019,Croatia,Individuals with basic overall digital skills,"Individuals, 16 to 19 years old",20.42
2019,Croatia,Individuals with basic overall digital skills,"Individuals, 16 to 24 years old",14.94
2019,Croatia,Individuals with basic overall digital skills,"Individuals, 16 to 29 years old",15.47
2019,Croatia,Individuals with basic overall digital skills,"Individuals, 20 to 24 years old",11.36
2019,Croatia,Individuals with basic overall digital skills,"Individuals, 25 to 29 years old",16.42
2019,Croatia,Individuals with basic overall digital skills,"Individuals, 25 to 34 years old",16.73
2019,Croatia,Individuals with basic overall digital skills,"Individuals, 25 to 54 years old",23.1
2019,Croatia,Individuals with basic overall digital skills,"Individuals, 25 to 64 years old",20.82
2019,Croatia,Individuals with basic overall digital skills,"Individuals, 35 to 44 years old",26.56
2019,Croatia,Individuals with basic overall digital skills,"Individuals, 45 to 54 years old",23.95
2019,Croatia,Individuals with basic overall digital skills,"Individuals, 55 to 64 years old",14.94
2019,Croatia,Individuals with basic overall digital skills,"Individuals, 55 to 74 years old",11.64
2019,Croatia,Individuals with basic overall digital skills,"Individuals, 65 to 74 years old",7.26
2019,Croatia,Individuals with basic or above basic overall digital skills,All individuals,53.35
2019,Croatia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 19 years old",100.0
2019,Croatia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 24 years old",97.12
2019,Croatia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 29 years old",95.47
2019,Croatia,Individuals with basic or above basic overall digital skills,"Individuals, 20 to 24 years old",95.24
2019,Croatia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 29 years old",92.48
2019,Croatia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 34 years old",86.38
2019,Croatia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 54 years old",63.86
2019,Croatia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 64 years old",54.11
2019,Croatia,Individuals with basic or above basic overall digital skills,"Individuals, 35 to 44 years old",63.97
2019,Croatia,Individuals with basic or above basic overall digital skills,"Individuals, 45 to 54 years old",46.94
2019,Croatia,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 64 years old",28.93
2019,Croatia,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 74 years old",21.75
2019,Croatia,Individuals with basic or above basic overall digital skills,"Individuals, 65 to 74 years old",12.24
2019,Croatia,Individuals with low overall digital skills,All individuals,25.59
2019,Croatia,Individuals with low overall digital skills,"Individuals, 16 to 19 years old",0.0
2019,Croatia,Individuals with low overall digital skills,"Individuals, 16 to 24 years old",2.09
2019,Croatia,Individuals with low overall digital skills,"Individuals, 16 to 29 years old",3.46
2019,Croatia,Individuals with low overall digital skills,"Individuals, 20 to 24 years old",3.46
2019,Croatia,Individuals with low overall digital skills,"Individuals, 25 to 29 years old",5.94
2019,Croatia,Individuals with low overall digital skills,"Individuals, 25 to 34 years old",11.72
2019,Croatia,Individuals with low overall digital skills,"Individuals, 25 to 54 years old",27.82
2019,Croatia,Individuals with low overall digital skills,"Individuals, 25 to 64 years old",30.57
2019,Croatia,Individuals with low overall digital skills,"Individuals, 35 to 44 years old",28.5
2019,Croatia,Individuals with low overall digital skills,"Individuals, 45 to 54 years old",39.05
2019,Croatia,Individuals with low overall digital skills,"Individuals, 55 to 64 years old",37.67
2019,Croatia,Individuals with low overall digital skills,"Individuals, 55 to 74 years old",30.97
2019,Croatia,Individuals with low overall digital skills,"Individuals, 65 to 74 years old",22.09
2019,Croatia,Individuals with no overall digital skills,All individuals,0.13
2019,Croatia,Individuals with no overall digital skills,"Individuals, 16 to 19 years old",0.0
2019,Croatia,Individuals with no overall digital skills,"Individuals, 16 to 24 years old",0.0
2019,Croatia,Individuals with no overall digital skills,"Individuals, 16 to 29 years old",0.0
2019,Croatia,Individuals with no overall digital skills,"Individuals, 20 to 24 years old",0.0
2019,Croatia,Individuals with no overall digital skills,"Individuals, 25 to 29 years old",0.0
2019,Croatia,Individuals with no overall digital skills,"Individuals, 25 to 34 years old",0.0
2019,Croatia,Individuals with no overall digital skills,"Individuals, 25 to 54 years old",0.0
2019,Croatia,Individuals with no overall digital skills,"Individuals, 25 to 64 years old",0.03
2019,Croatia,Individuals with no overall digital skills,"Individuals, 35 to 44 years old",0.0
2019,Croatia,Individuals with no overall digital skills,"Individuals, 45 to 54 years old",0.0
2019,Croatia,Individuals with no overall digital skills,"Individuals, 55 to 64 years old",0.12
2019,Croatia,Individuals with no overall digital skills,"Individuals, 55 to 74 years old",0.38
2019,Croatia,Individuals with no overall digital skills,"Individuals, 65 to 74 years old",0.72
2019,Cyprus,Individuals with above basic overall digital skills,All individuals,25.23
2019,Cyprus,Individuals with above basic overall digital skills,"Individuals, 16 to 19 years old",36.16
2019,Cyprus,Individuals with above basic overall digital skills,"Individuals, 16 to 24 years old",42.27
2019,Cyprus,Individuals with above basic overall digital skills,"Individuals, 16 to 29 years old",40.73
2019,Cyprus,Individuals with above basic overall digital skills,"Individuals, 20 to 24 years old",47.07
2019,Cyprus,Individuals with above basic overall digital skills,"Individuals, 25 to 29 years old",38.84
2019,Cyprus,Individuals with above basic overall digital skills,"Individuals, 25 to 34 years old",37.18
2019,Cyprus,Individuals with above basic overall digital skills,"Individuals, 25 to 54 years old",29.27
2019,Cyprus,Individuals with above basic overall digital skills,"Individuals, 25 to 64 years old",25.34
2019,Cyprus,Individuals with above basic overall digital skills,"Individuals, 35 to 44 years old",29.55
2019,Cyprus,Individuals with above basic overall digital skills,"Individuals, 45 to 54 years old",18.17
2019,Cyprus,Individuals with above basic overall digital skills,"Individuals, 55 to 64 years old",10.8
2019,Cyprus,Individuals with above basic overall digital skills,"Individuals, 55 to 74 years old",7.81
2019,Cyprus,Individuals with above basic overall digital skills,"Individuals, 65 to 74 years old",3.73
2019,Cyprus,Individuals with basic overall digital skills,All individuals,19.79
2019,Cyprus,Individuals with basic overall digital skills,"Individuals, 16 to 19 years old",44.6
2019,Cyprus,Individuals with basic overall digital skills,"Individuals, 16 to 24 years old",35.66
