time_period,geo,ind_type,indic_is,obs_value
2023,Bulgaria,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,46.1
2023,Bulgaria,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,17.44
2023,Bulgaria,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,5.42
2023,Bulgaria,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,8.96
2023,Bulgaria,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,31.14
2023,Bulgaria,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,40.1
2023,Bulgaria,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,16.74
2023,Bulgaria,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,5.94
2023,Bulgaria,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,11.13
2023,Bulgaria,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,37.05
2023,Bulgaria,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,48.18
2023,Bulgaria,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,17.14
2023,Bulgaria,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,5.08
2023,Bulgaria,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,9.46
2023,Bulgaria,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,32.72
2023,Bulgaria,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,42.18
2023,Bulgaria,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,16.95
2023,Bulgaria,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,5.18
2023,Bulgaria,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,3.06
2023,Bulgaria,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,20.06
2023,Bulgaria,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,23.12
2023,Bulgaria,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,14.75
2023,Bulgaria,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,7.4
2023,Bulgaria,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,1.68
2023,Bulgaria,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,13.63
2023,Bulgaria,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,15.31
2023,Bulgaria,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,11.7
2023,Bulgaria,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,7.11
2023,Bulgaria,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,0.26
2023,Bulgaria,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,7.05
2023,Bulgaria,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,7.3
2023,Bulgaria,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,8.58
2023,Bulgaria,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,6.82
2023,Croatia,All individuals,Individuals with above basic overall digital skills,25.0
2023,Croatia,All individuals,Individuals with basic overall digital skills,33.94
2023,Croatia,All individuals,Individuals with low overall digital skills,58.95
2023,Croatia,All individuals,Individuals with basic or above basic overall digital skills,15.93
2023,Croatia,All individuals,Individuals with no overall digital skills,0.09
2023,Croatia,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,29.34
2023,Croatia,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,60.95
2023,Croatia,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,90.29
2023,Croatia,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,5.42
2023,Croatia,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,0.0
2023,Croatia,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,34.41
2023,Croatia,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,51.92
2023,Croatia,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,86.33
2023,Croatia,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,10.01
2023,Croatia,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,0.0
2023,Croatia,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,35.17
2023,Croatia,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,51.46
2023,Croatia,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,86.63
2023,Croatia,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,9.49
2023,Croatia,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,0.0
2023,Croatia,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,40.18
2023,Croatia,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,41.64
2023,Croatia,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,81.82
2023,Croatia,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,15.23
2023,Croatia,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,0.0
2023,Croatia,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,38.32
2023,Croatia,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,49.55
2023,Croatia,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,87.86
2023,Croatia,"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,7.36
2023,Croatia,"Individuals, 25 to 29 years old",Individuals with no overall digital skills,0.0
2023,Croatia,"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,47.46
2023,Croatia,"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,37.07
2023,Croatia,"Individuals, 25 to 34 years old",Individuals with low overall digital skills,84.54
2023,Croatia,"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,11.08
2023,Croatia,"Individuals, 25 to 34 years old",Individuals with no overall digital skills,0.0
2023,Croatia,"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,36.76
2023,Croatia,"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,37.59
2023,Croatia,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,74.35
2023,Croatia,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,16.56
2023,Croatia,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,0.03
2023,Croatia,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,28.69
2023,Croatia,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,34.64
2023,Croatia,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,63.33
2023,Croatia,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,18.21
2023,Croatia,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,0.03
2023,Croatia,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,45.02
2023,Croatia,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,37.64
2023,Croatia,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,82.66
2023,Croatia,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,14.05
2023,Croatia,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,0.0
2023,Croatia,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,21.89
2023,Croatia,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,37.85
2023,Croatia,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,59.74
2023,Croatia,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,22.37
2023,Croatia,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,0.08
2023,Croatia,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,8.67
2023,Croatia,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,27.3
2023,Croatia,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,35.98
2023,Croatia,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,22.31
2023,Croatia,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,0.03
2023,Croatia,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,5.81
2023,Croatia,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,21.45
2023,Croatia,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,27.26
2023,Croatia,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,17.68
2023,Croatia,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,0.21
2023,Croatia,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,2.74
2023,Croatia,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,15.15
2023,Croatia,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,17.89
2023,Croatia,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,12.72
2023,Croatia,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,0.42
2023,Croatia,"Individuals, 75 years old or more",Individuals with above basic overall digital skills,5.41
2023,Croatia,"Individuals, 75 years old or more",Individuals with basic overall digital skills,17.72
2023,Croatia,"Individuals, 75 years old or more",Individuals with low overall digital skills,23.13
2023,Croatia,"Individuals, 75 years old or more",Individuals with basic or above basic overall digital skills,17.63
2023,Croatia,"Individuals, 75 years old or more",Individuals with no overall digital skills,0.0
2023,Cyprus,All individuals,Individuals with above basic overall digital skills,24.96
2023,Cyprus,All individuals,Individuals with basic overall digital skills,24.51
2023,Cyprus,All individuals,Individuals with low overall digital skills,49.46
2023,Cyprus,All individuals,Individuals with basic or above basic overall digital skills,23.51
2023,Cyprus,All individuals,Individuals with no overall digital skills,2.27
2023,Cyprus,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,27.74
2023,Cyprus,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,49.15
