Entity,Code,Year,Annual CO₂ emissions (per capita)
Lithuania,LTU,1957,4.5934587
Sweden,SWE,1937,4.5934396
Belgium,BEL,1915,4.590686
Romania,ROU,2011,4.5896244
Lithuania,LTU,2012,4.58844
Romania,ROU,2002,4.5857515
Belgium,BEL,1945,4.581085
Germany,DEU,1895,4.580699
Netherlands,NLD,1925,4.579762
Lithuania,LTU,2017,4.5744214
Slovakia,SVK,1909,4.562859
Slovakia,SVK,1914,4.5562577
Slovakia,SVK,1938,4.548752
Austria,AUT,1905,4.546499
Romania,ROU,2001,4.5412335
Hungary,HUN,1960,4.540724
Slovakia,SVK,1907,4.5404553
Sweden,SWE,1953,4.539594
Slovakia,SVK,1911,4.539561
Cyprus,CYP,1982,4.53467
Cyprus,CYP,1979,4.53446
Slovakia,SVK,1915,4.5298004
Latvia,LVA,1961,4.529565
Romania,ROU,2012,4.525312
Portugal,PRT,1990,4.5245576
Poland,POL,1950,4.5235944
Latvia,LVA,1993,4.518097
Spain,ESP,2020,4.510309
Cyprus,CYP,1981,4.504873
Lithuania,LTU,2011,4.5038233
Slovakia,SVK,1917,4.5009766
Slovakia,SVK,1910,4.498989
Cyprus,CYP,1984,4.4943943
Austria,AUT,1961,4.491471
Belgium,BEL,1918,4.4886656
Germany,DEU,1891,4.48249
Denmark,DNK,1941,4.481733
Italy,ITA,1967,4.4771442
Germany,DEU,1894,4.473088
Lithuania,LTU,2016,4.472797
Croatia,HRV,2017,4.470874
Germany,DEU,1947,4.4693284
Sweden,SWE,1948,4.4690375
Croatia,HRV,1986,4.468182
Croatia,HRV,1988,4.4675508
Belgium,BEL,1867,4.462679
Netherlands,NLD,1935,4.462104
Netherlands,NLD,1913,4.460978
Sweden,SWE,2014,4.459947
Cyprus,CYP,1983,4.454303
Poland,POL,1916,4.451905
France,FRA,1947,4.4513903
Hungary,HUN,2022,4.449911
Latvia,LVA,1960,4.4487786
Croatia,HRV,1989,4.4459367
Spain,ESP,1973,4.440274
Hungary,HUN,2014,4.4377985
Hungary,HUN,2013,4.4134636
Sweden,SWE,2015,4.408288
Croatia,HRV,2012,4.405135
Lithuania,LTU,2015,4.405026
Ireland,IRL,1961,4.400623
Estonia,EST,1940,4.397789
Lithuania,LTU,2010,4.3972845
Greece,GRC,1975,4.3915887
Romania,ROU,1966,4.3748264
Austria,AUT,1960,4.368728
Austria,AUT,1904,4.368451
France,FRA,2020,4.366297
Lithuania,LTU,1998,4.3642044
Sweden,SWE,2016,4.361771
Germany,DEU,1893,4.3616033
Ireland,IRL,1959,4.3606486
Croatia,HRV,2022,4.348515
Croatia,HRV,1999,4.347653
Denmark,DNK,1937,4.347294
Poland,POL,1912,4.3458357
Lithuania,LTU,2013,4.34393
Croatia,HRV,1987,4.342248
Slovakia,SVK,1906,4.3358855
Latvia,LVA,1959,4.3264637
Croatia,HRV,2019,4.3240995
Romania,ROU,2009,4.3233094
Croatia,HRV,2000,4.3223653
Lithuania,LTU,1993,4.3076615
Germany,DEU,1892,4.307531
Denmark,DNK,1946,4.307488
Denmark,DNK,1929,4.3025503
Croatia,HRV,1985,4.299705
Cyprus,CYP,1985,4.2983775
France,FRA,1913,4.297789
Lithuania,LTU,2014,4.2922225
Croatia,HRV,2021,4.288185
Croatia,HRV,2016,4.2874274
Cyprus,CYP,1978,4.2848186
Greece,GRC,1973,4.2845078
Belgium,BEL,1869,4.2827497
Denmark,DNK,1939,4.278717
Germany,DEU,1890,4.27808
Croatia,HRV,2013,4.277748
Finland,FIN,1963,4.273927
Lithuania,LTU,2006,4.272059
Croatia,HRV,2018,4.2601137
Romania,ROU,2000,4.257963
Lithuania,LTU,1956,4.2480793
Poland,POL,1918,4.2455487
Denmark,DNK,1936,4.242592
Bulgaria,BGR,1963,4.2394457
Croatia,HRV,1984,4.238376
Poland,POL,1949,4.2344003
Romania,ROU,2010,4.233744
Netherlands,NLD,1924,4.2303185
Lithuania,LTU,1996,4.2288733
Sweden,SWE,2017,4.221096
Hungary,HUN,1959,4.217284
Malta,MLT,1986,4.2145443
Austria,AUT,1902,4.210628
France,FRA,1922,4.210048
Denmark,DNK,1942,4.1996107
Austria,AUT,1899,4.19306
Spain,ESP,1972,4.1928296
Croatia,HRV,2015,4.189296
Austria,AUT,1957,4.189154
Austria,AUT,1955,4.1849804
Lithuania,LTU,1994,4.181728
Austria,AUT,1898,4.17419
Austria,AUT,1903,4.16844
Slovakia,SVK,1905,4.1670494
Latvia,LVA,1958,4.1643643
Belgium,BEL,1866,4.150416
Slovakia,SVK,1928,4.138553
Sweden,SWE,2018,4.136523
Netherlands,NLD,1941,4.1336946
Denmark,DNK,1935,4.133155
Sweden,SWE,1938,4.1329975
Germany,DEU,1889,4.1315155
Greece,GRC,1974,4.130927
Croatia,HRV,2014,4.1273804
Croatia,HRV,1981,4.125472
Italy,ITA,1966,4.124357
Netherlands,NLD,1914,4.1213465
Croatia,HRV,2020,4.1179047
Slovakia,SVK,1946,4.117043
Romania,ROU,1965,4.113439
Cyprus,CYP,1977,4.1122665
Lithuania,LTU,2005,4.1092343
Lithuania,LTU,1997,4.1037264
Netherlands,NLD,1912,4.094524
Romania,ROU,2018,4.0944867
Sweden,SWE,1950,4.08513
Croatia,HRV,1998,4.079705
Denmark,DNK,1948,4.078243
Portugal,PRT,1989,4.073945
Latvia,LVA,2010,4.070957
Slovakia,SVK,1904,4.062553
Latvia,LVA,2018,4.0622435
Ireland,IRL,1955,4.058644
Austria,AUT,1956,4.057253
Portugal,PRT,2022,4.050785
Portugal,PRT,2020,4.048791
Romania,ROU,2017,4.043328
Croatia,HRV,1983,4.0392003
Romania,ROU,1999,4.0387506
Slovakia,SVK,1903,4.037873
Slovakia,SVK,1930,4.036802
Lithuania,LTU,2009,4.034141
France,FRA,1946,4.0204406
Austria,AUT,1958,4.01999
Lithuania,LTU,1995,4.0182176
Denmark,DNK,1931,4.0060887
Belgium,BEL,1868,4.005761
Denmark,DNK,1934,3.999648
Poland,POL,1946,3.9965856
Sweden,SWE,2019,3.9936066
Romania,ROU,2021,3.9936028
Denmark,DNK,1949,3.9922931
Latvia,LVA,2019,3.9918807
Sweden,SWE,1936,3.9896905
Slovenia,SVN,1969,3.9833899
Austria,AUT,1959,3.9793963
Latvia,LVA,1994,3.9790456
Slovakia,SVK,1902,3.977751
Ireland,IRL,1960,3.973048
Hungary,HUN,1958,3.9720886
Austria,AUT,1897,3.9699893
Latvia,LVA,2007,3.9698648
Slovakia,SVK,1937,3.9686477
Ireland,IRL,1939,3.9671454
Ireland,IRL,1940,3.9618309
France,FRA,1912,3.9597802
Romania,ROU,2014,3.9571683
Romania,ROU,2013,3.9551182
Latvia,LVA,1957,3.9462316
Slovakia,SVK,1927,3.9452732
Slovakia,SVK,1901,3.9394586
France,FRA,1920,3.9392464
Croatia,HRV,1997,3.9386668
Malta,MLT,1984,3.9382596
Romania,ROU,2019,3.9379425
Belgium,BEL,1944,3.930711
Romania,ROU,2015,3.9200044
Lithuania,LTU,1955,3.9146116
Germany,DEU,1888,3.9121675
Hungary,HUN,1957,3.908046
France,FRA,1911,3.900818
Croatia,HRV,1979,3.9005785
Slovakia,SVK,1924,3.8958204
Denmark,DNK,1930,3.8943055
Poland,POL,1914,3.884173
Portugal,PRT,2021,3.8812351
Belgium,BEL,1865,3.8811662
Netherlands,NLD,1922,3.878566
Romania,ROU,2016,3.8748982
Poland,POL,1911,3.8735087
Denmark,DNK,1938,3.8729396
Slovenia,SVN,1968,3.8727744
Lithuania,LTU,2004,3.872552
Estonia,EST,1941,3.8699045
Latvia,LVA,2021,3.863811
Malta,MLT,1982,3.8616564
Netherlands,NLD,1915,3.8591523
Sweden,SWE,1949,3.85768
Denmark,DNK,1927,3.8576047
Denmark,DNK,1940,3.855321
Cyprus,CYP,1973,3.8474088
Austria,AUT,1949,3.84133
Poland,POL,1915,3.8353822
Cyprus,CYP,1976,3.8338358
Estonia,EST,1946,3.8306563
Slovakia,SVK,1899,3.8253546
Slovakia,SVK,1918,3.8232825
Bulgaria,BGR,1962,3.8185408
Croatia,HRV,1980,3.8154526
Germany,DEU,1946,3.8143752
Netherlands,NLD,1923,3.8140323
Latvia,LVA,2008,3.812731
Romania,ROU,2020,3.8075497
Ireland,IRL,1956,3.8064344
Netherlands,NLD,1942,3.8028536
Netherlands,NLD,1943,3.7898493
Romania,ROU,1964,3.7894168
Slovakia,SVK,1900,3.7838655
Latvia,LVA,2006,3.770957
Netherlands,NLD,1940,3.7701917
Croatia,HRV,1982,3.7691596
Spain,ESP,1971,3.7634022
Slovakia,SVK,1931,3.762165
Latvia,LVA,2011,3.7612011
Slovakia,SVK,1898,3.742067
Romania,ROU,2022,3.739777
Finland,FIN,1962,3.7376711
France,FRA,1910,3.7331283
Denmark,DNK,1932,3.725938
Slovenia,SVN,1965,3.7165234
Cyprus,CYP,1972,3.7149756
France,FRA,1909,3.7144277
Austria,AUT,1896,3.7107253
Belgium,BEL,1864,3.7085142
Lithuania,LTU,1999,3.7010965
Poland,POL,1909,3.7009327
Latvia,LVA,2017,3.691466
Slovakia,SVK,1926,3.6899474
Latvia,LVA,2020,3.6898801
Italy,ITA,1965,3.6835344
Denmark,DNK,1933,3.6814446
Sweden,SWE,2021,3.6805615
Netherlands,NLD,1911,3.6800907
Sweden,SWE,1947,3.676768
Romania,ROU,1963,3.6758354
Estonia,EST,1939,3.675169
Slovakia,SVK,1897,3.6735358
Denmark,DNK,1924,3.6684048
Poland,POL,1910,3.6632185
Latvia,LVA,2012,3.662085
Sweden,SWE,1935,3.6550362
Latvia,LVA,2016,3.6542797
Greece,GRC,1972,3.6530738
Slovenia,SVN,1967,3.6528788
Slovakia,SVK,1925,3.65279
Slovenia,SVN,1966,3.6492493
Lithuania,LTU,2003,3.6485844
Malta,MLT,2015,3.6472793
Latvia,LVA,2015,3.6464014
Latvia,LVA,1956,3.6455827
Croatia,HRV,1996,3.6446834
Slovenia,SVN,1964,3.6433046
Latvia,LVA,1996,3.6352124
Hungary,HUN,1955,3.6346693
France,FRA,1908,3.630096
Estonia,EST,1938,3.629561
Latvia,LVA,2013,3.6277075
Austria,AUT,1929,3.626882
Poland,POL,1908,3.6158361
Germany,DEU,1887,3.611334
France,FRA,1907,3.6069126
Sweden,SWE,2022,3.6069093
Denmark,DNK,1928,3.6029875
Lithuania,LTU,2002,3.6026032
Croatia,HRV,1978,3.6020086
Slovakia,SVK,1919,3.5986185
Ireland,IRL,1951,3.5923622
Austria,AUT,1895,3.5856636
France,FRA,1921,3.5732992
Ireland,IRL,1937,3.5696924
Latvia,LVA,2014,3.566914
Poland,POL,1947,3.5651448
Latvia,LVA,2022,3.561689
Belgium,BEL,1863,3.5589042
Slovakia,SVK,1920,3.555813
Latvia,LVA,1995,3.5542579
Austria,AUT,1948,3.5503542
Sweden,SWE,2020,3.5381036
Lithuania,LTU,2001,3.5374224
Austria,AUT,1954,3.5312462
Poland,POL,1948,3.5295322
Netherlands,NLD,1910,3.5226068
Latvia,LVA,2009,3.5070047
Croatia,HRV,1993,3.5068922
Croatia,HRV,1991,3.5060701
Hungary,HUN,1954,3.5044537
Ireland,IRL,1936,3.50138
Croatia,HRV,1995,3.4980974
Latvia,LVA,2005,3.4980397
Lithuania,LTU,1954,3.4900446
Germany,DEU,1886,3.4883993
Sweden,SWE,1934,3.486695
Slovakia,SVK,1896,3.4835746
Germany,DEU,1885,3.481745
Latvia,LVA,1997,3.4739172
Netherlands,NLD,1916,3.4724345
Denmark,DNK,1945,3.4658437
Spain,ESP,1970,3.4553838
Belgium,BEL,1861,3.448559
Italy,ITA,1964,3.4456613
Estonia,EST,1937,3.436858
Germany,DEU,1884,3.4352546
Ireland,IRL,1938,3.4320266
Malta,MLT,1985,3.4318318
Netherlands,NLD,1909,3.4160914
Latvia,LVA,2004,3.4160802
France,FRA,1940,3.4146125
Denmark,DNK,1915,3.4145477
Poland,POL,1907,3.413258
Slovakia,SVK,1895,3.412245
Croatia,HRV,1992,3.4114501
Finland,FIN,1960,3.4054918
Ireland,IRL,1957,3.4048314
Slovakia,SVK,1921,3.4022956
Belgium,BEL,1862,3.4008443
Romania,ROU,1962,3.3996632
Estonia,EST,1945,3.399394
Malta,MLT,1981,3.395969
France,FRA,1906,3.3874516
Ireland,IRL,1931,3.3861341
Latvia,LVA,1998,3.3736284
Germany,DEU,1883,3.3704581
Latvia,LVA,2003,3.367841
Hungary,HUN,1956,3.3653407
Latvia,LVA,1955,3.360432
Estonia,EST,1936,3.3591173
Austria,AUT,1951,3.3568022
Netherlands,NLD,1921,3.3514786
Ireland,IRL,1950,3.346216
Finland,FIN,1961,3.3445232
Croatia,HRV,1976,3.3427107
Croatia,HRV,1994,3.330228
Slovakia,SVK,1945,3.3285983
Hungary,HUN,1953,3.3109775
Ireland,IRL,1929,3.3061824
Slovakia,SVK,1894,3.2996597
Denmark,DNK,1916,3.2976382
Ireland,IRL,1935,3.2936778
Netherlands,NLD,1908,3.2914963
Lithuania,LTU,2000,3.290062
Slovakia,SVK,1936,3.2894132
Ireland,IRL,1952,3.2839015
Ireland,IRL,1934,3.2794094
Netherlands,NLD,1907,3.2774491
Malta,MLT,2019,3.2736566
Ireland,IRL,1953,3.2688968
Slovakia,SVK,1932,3.2664614
Netherlands,NLD,1919,3.2627368
Bulgaria,BGR,1961,3.255606
Italy,ITA,1963,3.254986
Croatia,HRV,1975,3.2521272
Portugal,PRT,1988,3.249182
Netherlands,NLD,1946,3.2455068
Netherlands,NLD,1920,3.2441351
Slovenia,SVN,1963,3.242344
Croatia,HRV,1977,3.235964
Greece,GRC,1971,3.2356758
Ireland,IRL,1930,3.235358
Latvia,LVA,2002,3.233392
Lithuania,LTU,1953,3.2317255
Netherlands,NLD,1906,3.2308705
Slovakia,SVK,1893,3.2305653
France,FRA,1900,3.2303777
Denmark,DNK,1914,3.2273786
Austria,AUT,1894,3.2237446
France,FRA,1903,3.2201838
Poland,POL,1920,3.210359
Belgium,BEL,1860,3.2093742
Ireland,IRL,1933,3.2080252
Estonia,EST,1944,3.2017555
Germany,DEU,1882,3.1931138
Malta,MLT,2017,3.1925268
Austria,AUT,1928,3.188491
Austria,AUT,1952,3.1860733
Denmark,DNK,1913,3.1860123
Slovakia,SVK,1923,3.1857824
Latvia,LVA,1999,3.1812367
Austria,AUT,1893,3.1798322
Latvia,LVA,2001,3.1778834
Slovakia,SVK,1892,3.1718142
Sweden,SWE,1929,3.1665692
France,FRA,1905,3.1646204
Belgium,BEL,1859,3.1638563
Denmark,DNK,1925,3.1588998
Denmark,DNK,1923,3.1570709
Ireland,IRL,1958,3.1550233
Malta,MLT,2018,3.1463923
Sweden,SWE,1933,3.142595
Denmark,DNK,1912,3.1419694
Slovakia,SVK,1891,3.135735
France,FRA,1904,3.1330132
Austria,AUT,1953,3.1326003
Poland,POL,1921,3.1324885
Ireland,IRL,1954,3.1320426
Croatia,HRV,1973,3.1303234
Croatia,HRV,1974,3.1302705
France,FRA,1917,3.1264672
France,FRA,1901,3.1198537
Portugal,PRT,1987,3.1135423
Malta,MLT,2022,3.1035979
Poland,POL,1906,3.1020641
Malta,MLT,2020,3.0991688
Belgium,BEL,1858,3.0888252
Cyprus,CYP,1975,3.0865998
Lithuania,LTU,1952,3.0864236
Finland,FIN,1959,3.084187
Sweden,SWE,1930,3.0827384
France,FRA,1943,3.0806637
Sweden,SWE,1931,3.072796
Austria,AUT,1924,3.0658693
Malta,MLT,1980,3.064381
Denmark,DNK,1926,3.0572312
Malta,MLT,2021,3.050259
Slovakia,SVK,1935,3.0388815
Austria,AUT,1927,3.038398
Slovakia,SVK,1890,3.0354884
Sweden,SWE,1932,3.02784
Slovakia,SVK,1922,3.0252795
Ireland,IRL,1947,3.0243206
France,FRA,1942,3.0239975
Portugal,PRT,1986,3.0187848
Germany,DEU,1881,3.013424
Austria,AUT,1950,3.0122435
France,FRA,1919,3.0121102
Netherlands,NLD,1905,3.0114248
France,FRA,1899,3.0096476
Portugal,PRT,1983,3.007054
Latvia,LVA,1954,2.9964583
Romania,ROU,1961,2.9918027
France,FRA,1914,2.9899921
Greece,GRC,1969,2.983091
Austria,AUT,1921,2.9782135
Slovakia,SVK,1933,2.978006
Netherlands,NLD,1904,2.975268
Cyprus,CYP,1974,2.9737632
Poland,POL,1905,2.972789
France,FRA,1941,2.9683535
Poland,POL,1922,2.9668422
Slovakia,SVK,1934,2.9632022
Latvia,LVA,2000,2.9602795
Belgium,BEL,1857,2.9585447
Sweden,SWE,1927,2.9467258
Slovenia,SVN,1962,2.9394183
France,FRA,1902,2.9330056
Portugal,PRT,1982,2.9279716
Estonia,EST,1935,2.9271448
Spain,ESP,1968,2.925944
Cyprus,CYP,1971,2.9228525
Denmark,DNK,1922,2.9201694
Italy,ITA,1962,2.915639
Belgium,BEL,1855,2.9137378
Lithuania,LTU,1951,2.9108055
Malta,MLT,1983,2.9064863
Ireland,IRL,1941,2.9032726
Malta,MLT,2016,2.8998263
Ireland,IRL,1948,2.8979177
Romania,ROU,1960,2.8927348
Sweden,SWE,1940,2.889667
Spain,ESP,1969,2.8893511
Slovenia,SVN,1961,2.8893328
Austria,AUT,1925,2.8875096
Portugal,PRT,1984,2.8866506
France,FRA,1898,2.8815835
Ireland,IRL,1949,2.8661137
Hungary,HUN,1952,2.862868
Belgium,BEL,1854,2.8622246
Belgium,BEL,1856,2.8598084
Sweden,SWE,1913,2.8565013
Austria,AUT,1922,2.85594
Netherlands,NLD,1903,2.8554063
Malta,MLT,1978,2.8530424
Slovakia,SVK,1889,2.8486912
Netherlands,NLD,1900,2.84698
Finland,FIN,1956,2.8414545
Finland,FIN,1957,2.8306196
Austria,AUT,1930,2.8240275
Greece,GRC,1970,2.8234677
Germany,DEU,1880,2.8224943
Bulgaria,BGR,1960,2.8220184
Austria,AUT,1926,2.8213882
Croatia,HRV,1971,2.817765
Ireland,IRL,1946,2.8134968
Denmark,DNK,1909,2.8069208
France,FRA,1918,2.8037887
France,FRA,1916,2.8037076
France,FRA,1897,2.7900133
Sweden,SWE,1916,2.7885792
Slovenia,SVN,1960,2.7800086
Poland,POL,1904,2.7737193
Latvia,LVA,1953,2.7735221
Romania,ROU,1959,2.770037
Poland,POL,1903,2.757266
Romania,ROU,1958,2.7525988
Netherlands,NLD,1901,2.7469678
Austria,AUT,1891,2.7395053
Portugal,PRT,1981,2.7392886
Malta,MLT,1979,2.7384984
Portugal,PRT,1980,2.7361073
Denmark,DNK,1918,2.7356389
Poland,POL,1901,2.7316468
Austria,AUT,1923,2.7220185
Lithuania,LTU,1950,2.7140248
Portugal,PRT,1985,2.7138107
Netherlands,NLD,1902,2.7072656
Austria,AUT,1931,2.7058377
Slovakia,SVK,1888,2.7004611
Poland,POL,1929,2.6868458
Denmark,DNK,1911,2.68117
France,FRA,1896,2.6682394
Sweden,SWE,1928,2.666674
Sweden,SWE,1915,2.663359
Sweden,SWE,1914,2.662914
Malta,MLT,1972,2.6604266
Cyprus,CYP,1970,2.6571152
Poland,POL,1902,2.6551762
Latvia,LVA,1952,2.64981
Netherlands,NLD,1897,2.6492193
Spain,ESP,1967,2.6328208
Croatia,HRV,1972,2.627245
Croatia,HRV,1970,2.625666
Austria,AUT,1892,2.6253102
France,FRA,1915,2.6233315
Cyprus,CYP,1969,2.6220546
Netherlands,NLD,1899,2.6174834
France,FRA,1945,2.616853
Greece,GRC,1968,2.616116
Poland,POL,1900,2.6038501
Belgium,BEL,1853,2.599827
Netherlands,NLD,1891,2.5951877
Estonia,EST,1934,2.584589
France,FRA,1895,2.583201
Netherlands,NLD,1898,2.5825713
Finland,FIN,1955,2.5795584
Sweden,SWE,1946,2.5713384
Slovenia,SVN,1959,2.5684745
Denmark,DNK,1919,2.5681522
Romania,ROU,1957,2.5680683
Denmark,DNK,1908,2.567322
Portugal,PRT,1979,2.5660903
Poland,POL,1899,2.5655856
Cyprus,CYP,1968,2.564923
Austria,AUT,1947,2.5647802
France,FRA,1894,2.564161
Sweden,SWE,1912,2.5596864
Netherlands,NLD,1896,2.5580997
Sweden,SWE,1908,2.551662
Malta,MLT,1973,2.5492404
Denmark,DNK,1910,2.546705
Germany,DEU,1879,2.538891
Belgium,BEL,1852,2.5324419
Slovakia,SVK,1887,2.528623
Bulgaria,BGR,1959,2.5089974
Latvia,LVA,1951,2.5024703
Netherlands,NLD,1944,2.4992619
Poland,POL,1898,2.498312
Italy,ITA,1961,2.49685
France,FRA,1892,2.4748344
France,FRA,1891,2.474684
France,FRA,1890,2.474375
Malta,MLT,1977,2.4716113
Lithuania,LTU,1949,2.4530203
Netherlands,NLD,1888,2.4527774
Germany,DEU,1876,2.446672
Sweden,SWE,1924,2.4448225
Ireland,IRL,1943,2.4424715
Netherlands,NLD,1894,2.4391851
Netherlands,NLD,1892,2.4372075
Netherlands,NLD,1893,2.4364529
Finland,FIN,1958,2.4326906
Germany,DEU,1875,2.4273689
France,FRA,1893,2.4268293
Germany,DEU,1878,2.4199347
Slovakia,SVK,1886,2.4160447
Sweden,SWE,1943,2.4136796
Austria,AUT,1890,2.4127743
Netherlands,NLD,1895,2.4103265
Ireland,IRL,1942,2.4102297
Austria,AUT,1889,2.405366
Germany,DEU,1873,2.4034545
Sweden,SWE,1910,2.40091
Ireland,IRL,1926,2.39386
Portugal,PRT,1976,2.3928494
Spain,ESP,1966,2.3909914
Portugal,PRT,1977,2.3897843
Sweden,SWE,1907,2.3843796
Denmark,DNK,1906,2.3772252
Denmark,DNK,1917,2.3717608
Germany,DEU,1877,2.370372
Netherlands,NLD,1889,2.3686888
Malta,MLT,1976,2.3666973
Portugal,PRT,1978,2.3579197
Poland,POL,1928,2.3578176
Hungary,HUN,1951,2.354371
Ireland,IRL,1945,2.346109
Malta,MLT,1974,2.3417594
Latvia,LVA,1950,2.3362985
Sweden,SWE,1941,2.3354127
Sweden,SWE,1909,2.3348954
Austria,AUT,1885,2.3318892
Austria,AUT,1887,2.330971
Sweden,SWE,1911,2.3249884
Slovenia,SVN,1957,2.3183382
Poland,POL,1897,2.3175058
Austria,AUT,1883,2.3169494
Poland,POL,1927,2.3119197
Portugal,PRT,1975,2.3118434
Austria,AUT,1873,2.309749
Romania,ROU,1956,2.308077
Slovakia,SVK,1885,2.3065588
Denmark,DNK,1904,2.297852
Greece,GRC,1967,2.2897444
Austria,AUT,1937,2.2750432
Germany,DEU,1872,2.2750201
Portugal,PRT,1974,2.2737682
Belgium,BEL,1851,2.2720096
Netherlands,NLD,1890,2.2687502
Austria,AUT,1932,2.2655272
